date,sku,channel,units_sold,price,promo_flag
2025-10-24,FB_FRAPPE_CHOC,retail,50,8.35,0
2025-10-25,FB_FRAPPE_CHOC,retail,56,8.35,0
2025-10-26,FB_FRAPPE_CHOC,retail,66,8.35,0
2025-10-27,FB_FRAPPE_CHOC,retail,46,8.35,0
2025-10-28,FB_FRAPPE_CHOC,retail,53,8.35,0
2025-10-29,FB_FRAPPE_CHOC,retail,90,7.1,1
2025-10-30,FB_FRAPPE_CHOC,retail,44,8.35,0
2025-10-31,FB_FRAPPE_CHOC,retail,36,8.35,0
2025-11-01,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-11-02,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-11-03,FB_FRAPPE_CHOC,retail,59,8.35,0
2025-11-04,FB_FRAPPE_CHOC,retail,50,8.35,0
2025-11-05,FB_FRAPPE_CHOC,retail,46,8.35,0
2025-11-06,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-11-07,FB_FRAPPE_CHOC,retail,40,8.35,0
2025-11-08,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-11-09,FB_FRAPPE_CHOC,retail,57,8.35,0
2025-11-10,FB_FRAPPE_CHOC,retail,43,8.35,0
2025-11-11,FB_FRAPPE_CHOC,retail,41,8.35,0
2025-11-12,FB_FRAPPE_CHOC,retail,93,7.1,1
2025-11-13,FB_FRAPPE_CHOC,retail,47,8.35,0
2025-11-14,FB_FRAPPE_CHOC,retail,53,8.35,0
2025-11-15,FB_FRAPPE_CHOC,retail,78,7.1,1
2025-11-16,FB_FRAPPE_CHOC,retail,60,8.35,0
2025-11-17,FB_FRAPPE_CHOC,retail,41,8.35,0
2025-11-18,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-11-19,FB_FRAPPE_CHOC,retail,49,8.35,0
2025-11-20,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-11-21,FB_FRAPPE_CHOC,retail,49,8.35,0
2025-11-22,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-11-23,FB_FRAPPE_CHOC,retail,58,8.35,0
2025-11-24,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-11-25,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-11-26,FB_FRAPPE_CHOC,retail,51,8.35,0
2025-11-27,FB_FRAPPE_CHOC,retail,46,8.35,0
2025-11-28,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-11-29,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-11-30,FB_FRAPPE_CHOC,retail,58,8.35,0
2025-12-01,FB_FRAPPE_CHOC,retail,45,8.35,0
2025-12-02,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-12-03,FB_FRAPPE_CHOC,retail,44,8.35,0
2025-12-04,FB_FRAPPE_CHOC,retail,40,8.35,0
2025-12-05,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-12-06,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-12-07,FB_FRAPPE_CHOC,retail,55,8.35,0
2025-12-08,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-12-09,FB_FRAPPE_CHOC,retail,50,8.35,0
2025-12-10,FB_FRAPPE_CHOC,retail,53,8.35,0
2025-12-11,FB_FRAPPE_CHOC,retail,77,7.1,1
2025-12-12,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-12-13,FB_FRAPPE_CHOC,retail,59,8.35,0
2025-12-14,FB_FRAPPE_CHOC,retail,64,8.35,0
2025-12-15,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-12-16,FB_FRAPPE_CHOC,retail,51,8.35,0
2025-12-17,FB_FRAPPE_CHOC,retail,53,8.35,0
2025-12-18,FB_FRAPPE_CHOC,retail,48,8.35,0
2025-12-19,FB_FRAPPE_CHOC,retail,52,8.35,0
2025-12-20,FB_FRAPPE_CHOC,retail,58,8.35,0
2025-12-21,FB_FRAPPE_CHOC,retail,69,8.35,0
2025-12-22,FB_FRAPPE_CHOC,retail,54,8.35,0
2025-12-23,FB_FRAPPE_CHOC,retail,49,8.35,0
2025-12-24,FB_FRAPPE_CHOC,retail,36,8.35,0
2025-12-25,FB_FRAPPE_CHOC,retail,43,8.35,0
2025-12-26,FB_FRAPPE_CHOC,retail,39,8.35,0
2025-12-27,FB_FRAPPE_CHOC,retail,55,8.35,0
2025-12-28,FB_FRAPPE_CHOC,retail,84,7.1,1
2025-12-29,FB_FRAPPE_CHOC,retail,34,8.35,0
2025-12-30,FB_FRAPPE_CHOC,retail,55,8.35,0
2025-12-31,FB_FRAPPE_CHOC,retail,42,8.35,0
2024-01-01,FB_FRAPPE_CHOC,online,36,10.02,0
2024-01-02,FB_FRAPPE_CHOC,online,29,10.02,0
2024-01-03,FB_FRAPPE_CHOC,online,35,10.02,0
2024-01-04,FB_FRAPPE_CHOC,online,36,10.02,0
2024-01-05,FB_FRAPPE_CHOC,online,31,10.02,0
2024-01-06,FB_FRAPPE_CHOC,online,32,10.02,0
2024-01-07,FB_FRAPPE_CHOC,online,32,10.02,0
2024-01-08,FB_FRAPPE_CHOC,online,31,10.02,0
2024-01-09,FB_FRAPPE_CHOC,online,25,10.02,0
2024-01-10,FB_FRAPPE_CHOC,online,29,10.02,0
2024-01-11,FB_FRAPPE_CHOC,online,15,10.02,0
2024-01-12,FB_FRAPPE_CHOC,online,29,10.02,0
2024-01-13,FB_FRAPPE_CHOC,online,49,10.02,0
2024-01-14,FB_FRAPPE_CHOC,online,46,10.02,0
2024-01-15,FB_FRAPPE_CHOC,online,23,10.02,0
2024-01-16,FB_FRAPPE_CHOC,online,28,10.02,0
2024-01-17,FB_FRAPPE_CHOC,online,24,10.02,0
2024-01-18,FB_FRAPPE_CHOC,online,43,8.52,1
2024-01-19,FB_FRAPPE_CHOC,online,29,10.02,0
2024-01-20,FB_FRAPPE_CHOC,online,30,10.02,0
2024-01-21,FB_FRAPPE_CHOC,online,26,10.02,0
2024-01-22,FB_FRAPPE_CHOC,online,30,10.02,0
2024-01-23,FB_FRAPPE_CHOC,online,29,10.02,0
2024-01-24,FB_FRAPPE_CHOC,online,31,10.02,0
2024-01-25,FB_FRAPPE_CHOC,online,39,10.02,0
2024-01-26,FB_FRAPPE_CHOC,online,32,10.02,0
2024-01-27,FB_FRAPPE_CHOC,online,30,10.02,0
2024-01-28,FB_FRAPPE_CHOC,online,36,10.02,0
2024-01-29,FB_FRAPPE_CHOC,online,41,10.02,0
2024-01-30,FB_FRAPPE_CHOC,online,58,8.52,1
2024-01-31,FB_FRAPPE_CHOC,online,31,10.02,0
2024-02-01,FB_FRAPPE_CHOC,online,31,10.02,0
2024-02-02,FB_FRAPPE_CHOC,online,21,10.02,0
2024-02-03,FB_FRAPPE_CHOC,online,37,10.02,0
2024-02-04,FB_FRAPPE_CHOC,online,45,10.02,0
2024-02-05,FB_FRAPPE_CHOC,online,21,10.02,0
2024-02-06,FB_FRAPPE_CHOC,online,42,10.02,0
2024-02-07,FB_FRAPPE_CHOC,online,41,10.02,0
2024-02-08,FB_FRAPPE_CHOC,online,33,10.02,0
2024-02-09,FB_FRAPPE_CHOC,online,25,10.02,0
2024-02-10,FB_FRAPPE_CHOC,online,37,10.02,0
2024-02-11,FB_FRAPPE_CHOC,online,37,10.02,0
2024-02-12,FB_FRAPPE_CHOC,online,39,10.02,0
2024-02-13,FB_FRAPPE_CHOC,online,43,10.02,0
2024-02-14,FB_FRAPPE_CHOC,online,36,10.02,0
2024-02-15,FB_FRAPPE_CHOC,online,30,10.02,0
2024-02-16,FB_FRAPPE_CHOC,online,31,10.02,0
2024-02-17,FB_FRAPPE_CHOC,online,36,10.02,0
2024-02-18,FB_FRAPPE_CHOC,online,32,10.02,0
2024-02-19,FB_FRAPPE_CHOC,online,33,10.02,0
2024-02-20,FB_FRAPPE_CHOC,online,22,10.02,0
2024-02-21,FB_FRAPPE_CHOC,online,36,10.02,0
2024-02-22,FB_FRAPPE_CHOC,online,23,10.02,0
2024-02-23,FB_FRAPPE_CHOC,online,31,10.02,0
2024-02-24,FB_FRAPPE_CHOC,online,42,10.02,0
2024-02-25,FB_FRAPPE_CHOC,online,40,10.02,0
2024-02-26,FB_FRAPPE_CHOC,online,33,10.02,0
2024-02-27,FB_FRAPPE_CHOC,online,26,10.02,0
2024-02-28,FB_FRAPPE_CHOC,online,34,10.02,0
2024-02-29,FB_FRAPPE_CHOC,online,37,10.02,0
2024-03-01,FB_FRAPPE_CHOC,online,34,10.02,0
2024-03-02,FB_FRAPPE_CHOC,online,26,10.02,0
2024-03-03,FB_FRAPPE_CHOC,online,36,10.02,0
2024-03-04,FB_FRAPPE_CHOC,online,35,10.02,0
2024-03-05,FB_FRAPPE_CHOC,online,29,10.02,0
2024-03-06,FB_FRAPPE_CHOC,online,43,10.02,0
2024-03-07,FB_FRAPPE_CHOC,online,46,8.52,1
2024-03-08,FB_FRAPPE_CHOC,online,33,10.02,0
2024-03-09,FB_FRAPPE_CHOC,online,37,10.02,0
2024-03-10,FB_FRAPPE_CHOC,online,36,10.02,0
2024-03-11,FB_FRAPPE_CHOC,online,39,8.52,1
2024-03-12,FB_FRAPPE_CHOC,online,27,10.02,0
2024-03-13,FB_FRAPPE_CHOC,online,38,10.02,0
2024-03-14,FB_FRAPPE_CHOC,online,28,10.02,0
2024-03-15,FB_FRAPPE_CHOC,online,37,10.02,0
2024-03-16,FB_FRAPPE_CHOC,online,27,10.02,0
2024-03-17,FB_FRAPPE_CHOC,online,29,10.02,0
2024-03-18,FB_FRAPPE_CHOC,online,31,10.02,0
2024-03-19,FB_FRAPPE_CHOC,online,51,8.52,1
2024-03-20,FB_FRAPPE_CHOC,online,32,10.02,0
2024-03-21,FB_FRAPPE_CHOC,online,22,10.02,0
2024-03-22,FB_FRAPPE_CHOC,online,31,10.02,0
2024-03-23,FB_FRAPPE_CHOC,online,29,10.02,0
2024-03-24,FB_FRAPPE_CHOC,online,30,10.02,0
2024-03-25,FB_FRAPPE_CHOC,online,36,10.02,0
2024-03-26,FB_FRAPPE_CHOC,online,40,10.02,0
2024-03-27,FB_FRAPPE_CHOC,online,48,8.52,1
2024-03-28,FB_FRAPPE_CHOC,online,33,10.02,0
2024-03-29,FB_FRAPPE_CHOC,online,23,10.02,0
2024-03-30,FB_FRAPPE_CHOC,online,36,10.02,0
2024-03-31,FB_FRAPPE_CHOC,online,28,10.02,0
2024-04-01,FB_FRAPPE_CHOC,online,38,10.02,0
2024-04-02,FB_FRAPPE_CHOC,online,28,10.02,0
2024-04-03,FB_FRAPPE_CHOC,online,26,10.02,0
2024-04-04,FB_FRAPPE_CHOC,online,28,10.02,0
2024-04-05,FB_FRAPPE_CHOC,online,25,10.02,0
2024-04-06,FB_FRAPPE_CHOC,online,39,10.02,0
2024-04-07,FB_FRAPPE_CHOC,online,31,10.02,0
2024-04-08,FB_FRAPPE_CHOC,online,30,10.02,0
2024-04-09,FB_FRAPPE_CHOC,online,28,10.02,0
2024-04-10,FB_FRAPPE_CHOC,online,38,10.02,0
2024-04-11,FB_FRAPPE_CHOC,online,37,8.52,1
2024-04-12,FB_FRAPPE_CHOC,online,27,10.02,0
2024-04-13,FB_FRAPPE_CHOC,online,29,10.02,0
2024-04-14,FB_FRAPPE_CHOC,online,39,10.02,0
2024-04-15,FB_FRAPPE_CHOC,online,33,10.02,0
2024-04-16,FB_FRAPPE_CHOC,online,33,10.02,0
2024-04-17,FB_FRAPPE_CHOC,online,29,10.02,0
2024-04-18,FB_FRAPPE_CHOC,online,37,10.02,0
2024-04-19,FB_FRAPPE_CHOC,online,37,10.02,0
2024-04-20,FB_FRAPPE_CHOC,online,42,10.02,0
2024-04-21,FB_FRAPPE_CHOC,online,36,10.02,0
2024-04-22,FB_FRAPPE_CHOC,online,27,10.02,0
2024-04-23,FB_FRAPPE_CHOC,online,26,10.02,0
2024-04-24,FB_FRAPPE_CHOC,online,30,10.02,0
2024-04-25,FB_FRAPPE_CHOC,online,40,10.02,0
2024-04-26,FB_FRAPPE_CHOC,online,33,10.02,0
2024-04-27,FB_FRAPPE_CHOC,online,33,10.02,0
2024-04-28,FB_FRAPPE_CHOC,online,36,10.02,0
2024-04-29,FB_FRAPPE_CHOC,online,27,10.02,0
2024-04-30,FB_FRAPPE_CHOC,online,25,10.02,0
2024-05-01,FB_FRAPPE_CHOC,online,33,10.02,0
2024-05-02,FB_FRAPPE_CHOC,online,33,10.02,0
2024-05-03,FB_FRAPPE_CHOC,online,37,10.02,0
2024-05-04,FB_FRAPPE_CHOC,online,36,10.02,0
2024-05-05,FB_FRAPPE_CHOC,online,32,10.02,0
2024-05-06,FB_FRAPPE_CHOC,online,34,10.02,0
2024-05-07,FB_FRAPPE_CHOC,online,30,10.02,0
2024-05-08,FB_FRAPPE_CHOC,online,45,8.52,1
2024-05-09,FB_FRAPPE_CHOC,online,38,10.02,0
2024-05-10,FB_FRAPPE_CHOC,online,27,10.02,0
2024-05-11,FB_FRAPPE_CHOC,online,34,10.02,0
2024-05-12,FB_FRAPPE_CHOC,online,36,10.02,0
2024-05-13,FB_FRAPPE_CHOC,online,32,10.02,0
2024-05-14,FB_FRAPPE_CHOC,online,25,10.02,0
2024-05-15,FB_FRAPPE_CHOC,online,36,10.02,0
2024-05-16,FB_FRAPPE_CHOC,online,42,8.52,1
2024-05-17,FB_FRAPPE_CHOC,online,44,10.02,0
2024-05-18,FB_FRAPPE_CHOC,online,39,10.02,0
2024-05-19,FB_FRAPPE_CHOC,online,37,10.02,0
2024-05-20,FB_FRAPPE_CHOC,online,37,10.02,0
2024-05-21,FB_FRAPPE_CHOC,online,25,10.02,0
2024-05-22,FB_FRAPPE_CHOC,online,31,10.02,0
2024-05-23,FB_FRAPPE_CHOC,online,28,10.02,0
2024-05-24,FB_FRAPPE_CHOC,online,33,10.02,0
2024-05-25,FB_FRAPPE_CHOC,online,37,10.02,0
2024-05-26,FB_FRAPPE_CHOC,online,53,8.52,1
2024-05-27,FB_FRAPPE_CHOC,online,46,8.52,1
2024-05-28,FB_FRAPPE_CHOC,online,30,10.02,0
2024-05-29,FB_FRAPPE_CHOC,online,25,10.02,0
2024-05-30,FB_FRAPPE_CHOC,online,41,10.02,0
2024-05-31,FB_FRAPPE_CHOC,online,29,10.02,0
2024-06-01,FB_FRAPPE_CHOC,online,58,10.02,0
2024-06-02,FB_FRAPPE_CHOC,online,50,10.02,0
2024-06-03,FB_FRAPPE_CHOC,online,46,10.02,0
2024-06-04,FB_FRAPPE_CHOC,online,58,8.52,1
2024-06-05,FB_FRAPPE_CHOC,online,41,10.02,0
2024-06-06,FB_FRAPPE_CHOC,online,43,10.02,0
2024-06-07,FB_FRAPPE_CHOC,online,49,10.02,0
2024-06-08,FB_FRAPPE_CHOC,online,51,10.02,0
2024-06-09,FB_FRAPPE_CHOC,online,44,10.02,0
2024-06-10,FB_FRAPPE_CHOC,online,39,10.02,0
2024-06-11,FB_FRAPPE_CHOC,online,41,10.02,0
2024-06-12,FB_FRAPPE_CHOC,online,49,10.02,0
2024-06-13,FB_FRAPPE_CHOC,online,53,10.02,0
2024-06-14,FB_FRAPPE_CHOC,online,35,10.02,0
2024-06-15,FB_FRAPPE_CHOC,online,45,10.02,0
2024-06-16,FB_FRAPPE_CHOC,online,56,10.02,0
2024-06-17,FB_FRAPPE_CHOC,online,33,10.02,0
2024-06-18,FB_FRAPPE_CHOC,online,28,10.02,0
2024-06-19,FB_FRAPPE_CHOC,online,34,10.02,0
2024-06-20,FB_FRAPPE_CHOC,online,39,10.02,0
2024-06-21,FB_FRAPPE_CHOC,online,33,10.02,0
2024-06-22,FB_FRAPPE_CHOC,online,53,10.02,0
2024-06-23,FB_FRAPPE_CHOC,online,57,10.02,0
2024-06-24,FB_FRAPPE_CHOC,online,56,8.52,1
2024-06-25,FB_FRAPPE_CHOC,online,61,8.52,1
2024-06-26,FB_FRAPPE_CHOC,online,45,10.02,0
2024-06-27,FB_FRAPPE_CHOC,online,47,10.02,0
2024-06-28,FB_FRAPPE_CHOC,online,40,10.02,0
2024-06-29,FB_FRAPPE_CHOC,online,43,10.02,0
2024-06-30,FB_FRAPPE_CHOC,online,50,10.02,0
2024-07-01,FB_FRAPPE_CHOC,online,45,10.02,0
2024-07-02,FB_FRAPPE_CHOC,online,41,10.02,0
2024-07-03,FB_FRAPPE_CHOC,online,28,10.02,0
2024-07-04,FB_FRAPPE_CHOC,online,39,10.02,0
2024-07-05,FB_FRAPPE_CHOC,online,44,10.02,0
2024-07-06,FB_FRAPPE_CHOC,online,53,10.02,0
2024-07-07,FB_FRAPPE_CHOC,online,64,10.02,0
2024-07-08,FB_FRAPPE_CHOC,online,45,10.02,0
2024-07-09,FB_FRAPPE_CHOC,online,49,10.02,0
2024-07-10,FB_FRAPPE_CHOC,online,69,8.52,1
2024-07-11,FB_FRAPPE_CHOC,online,32,10.02,0
2024-07-12,FB_FRAPPE_CHOC,online,33,10.02,0
2024-07-13,FB_FRAPPE_CHOC,online,53,10.02,0
2024-07-14,FB_FRAPPE_CHOC,online,58,10.02,0
2024-07-15,FB_FRAPPE_CHOC,online,39,10.02,0
2024-07-16,FB_FRAPPE_CHOC,online,42,10.02,0
2024-07-17,FB_FRAPPE_CHOC,online,43,10.02,0
2024-07-18,FB_FRAPPE_CHOC,online,42,10.02,0
2024-07-19,FB_FRAPPE_CHOC,online,65,8.52,1
2024-07-20,FB_FRAPPE_CHOC,online,56,10.02,0
2024-07-21,FB_FRAPPE_CHOC,online,43,10.02,0
2024-07-22,FB_FRAPPE_CHOC,online,32,10.02,0
2024-07-23,FB_FRAPPE_CHOC,online,41,10.02,0
2024-07-24,FB_FRAPPE_CHOC,online,36,10.02,0
2024-07-25,FB_FRAPPE_CHOC,online,62,8.52,1
2024-07-26,FB_FRAPPE_CHOC,online,58,8.52,1
2024-07-27,FB_FRAPPE_CHOC,online,44,10.02,0
2024-07-28,FB_FRAPPE_CHOC,online,48,10.02,0
2024-07-29,FB_FRAPPE_CHOC,online,61,8.52,1
2024-07-30,FB_FRAPPE_CHOC,online,59,8.52,1
2024-07-31,FB_FRAPPE_CHOC,online,42,10.02,0
2024-08-01,FB_FRAPPE_CHOC,online,40,10.02,0
2024-08-02,FB_FRAPPE_CHOC,online,39,10.02,0
2024-08-03,FB_FRAPPE_CHOC,online,46,10.02,0
2024-08-04,FB_FRAPPE_CHOC,online,58,10.02,0
2024-08-05,FB_FRAPPE_CHOC,online,37,10.02,0
2024-08-06,FB_FRAPPE_CHOC,online,36,10.02,0
2024-08-07,FB_FRAPPE_CHOC,online,45,10.02,0
2024-08-08,FB_FRAPPE_CHOC,online,43,10.02,0
2024-08-09,FB_FRAPPE_CHOC,online,39,10.02,0
2024-08-10,FB_FRAPPE_CHOC,online,47,10.02,0
2024-08-11,FB_FRAPPE_CHOC,online,68,8.52,1
2024-08-12,FB_FRAPPE_CHOC,online,45,10.02,0
2024-08-13,FB_FRAPPE_CHOC,online,44,10.02,0
2024-08-14,FB_FRAPPE_CHOC,online,42,10.02,0
2024-08-15,FB_FRAPPE_CHOC,online,33,10.02,0
2024-08-16,FB_FRAPPE_CHOC,online,51,10.02,0
2024-08-17,FB_FRAPPE_CHOC,online,52,10.02,0
2024-08-18,FB_FRAPPE_CHOC,online,38,10.02,0
2024-08-19,FB_FRAPPE_CHOC,online,36,10.02,0
2024-08-20,FB_FRAPPE_CHOC,online,67,8.52,1
2024-08-21,FB_FRAPPE_CHOC,online,38,10.02,0
2024-08-22,FB_FRAPPE_CHOC,online,35,10.02,0
2024-08-23,FB_FRAPPE_CHOC,online,46,10.02,0
2024-08-24,FB_FRAPPE_CHOC,online,47,10.02,0
2024-08-25,FB_FRAPPE_CHOC,online,32,10.02,0
2024-08-26,FB_FRAPPE_CHOC,online,45,10.02,0
2024-08-27,FB_FRAPPE_CHOC,online,36,10.02,0
2024-08-28,FB_FRAPPE_CHOC,online,62,8.52,1
2024-08-29,FB_FRAPPE_CHOC,online,42,10.02,0
2024-08-30,FB_FRAPPE_CHOC,online,65,8.52,1
2024-08-31,FB_FRAPPE_CHOC,online,41,10.02,0
2024-09-01,FB_FRAPPE_CHOC,online,42,10.02,0
2024-09-02,FB_FRAPPE_CHOC,online,25,10.02,0
2024-09-03,FB_FRAPPE_CHOC,online,28,10.02,0
2024-09-04,FB_FRAPPE_CHOC,online,28,10.02,0
2024-09-05,FB_FRAPPE_CHOC,online,28,10.02,0
2024-09-06,FB_FRAPPE_CHOC,online,27,10.02,0
2024-09-07,FB_FRAPPE_CHOC,online,57,8.52,1
2024-09-08,FB_FRAPPE_CHOC,online,30,10.02,0
2024-09-09,FB_FRAPPE_CHOC,online,30,10.02,0
2024-09-10,FB_FRAPPE_CHOC,online,38,8.52,1
2024-09-11,FB_FRAPPE_CHOC,online,28,10.02,0
2024-09-12,FB_FRAPPE_CHOC,online,32,10.02,0
2024-09-13,FB_FRAPPE_CHOC,online,31,10.02,0
2024-09-14,FB_FRAPPE_CHOC,online,30,10.02,0
2024-09-15,FB_FRAPPE_CHOC,online,43,10.02,0
2024-09-16,FB_FRAPPE_CHOC,online,24,10.02,0
2024-09-17,FB_FRAPPE_CHOC,online,41,8.52,1
2024-09-18,FB_FRAPPE_CHOC,online,38,10.02,0
2024-09-19,FB_FRAPPE_CHOC,online,38,8.52,1
2024-09-20,FB_FRAPPE_CHOC,online,29,10.02,0
2024-09-21,FB_FRAPPE_CHOC,online,40,10.02,0
2024-09-22,FB_FRAPPE_CHOC,online,30,10.02,0
2024-09-23,FB_FRAPPE_CHOC,online,25,10.02,0
2024-09-24,FB_FRAPPE_CHOC,online,30,10.02,0
2024-09-25,FB_FRAPPE_CHOC,online,35,10.02,0
2024-09-26,FB_FRAPPE_CHOC,online,29,10.02,0
2024-09-27,FB_FRAPPE_CHOC,online,36,10.02,0
2024-09-28,FB_FRAPPE_CHOC,online,41,10.02,0
2024-09-29,FB_FRAPPE_CHOC,online,41,10.02,0
2024-09-30,FB_FRAPPE_CHOC,online,27,10.02,0
2024-10-01,FB_FRAPPE_CHOC,online,25,10.02,0
2024-10-02,FB_FRAPPE_CHOC,online,36,10.02,0
2024-10-03,FB_FRAPPE_CHOC,online,30,10.02,0
2024-10-04,FB_FRAPPE_CHOC,online,36,10.02,0
2024-10-05,FB_FRAPPE_CHOC,online,38,10.02,0
2024-10-06,FB_FRAPPE_CHOC,online,43,10.02,0
2024-10-07,FB_FRAPPE_CHOC,online,38,10.02,0
2024-10-08,FB_FRAPPE_CHOC,online,44,10.02,0
2024-10-09,FB_FRAPPE_CHOC,online,39,10.02,0
2024-10-10,FB_FRAPPE_CHOC,online,20,10.02,0
2024-10-11,FB_FRAPPE_CHOC,online,31,10.02,0
2024-10-12,FB_FRAPPE_CHOC,online,35,10.02,0
2024-10-13,FB_FRAPPE_CHOC,online,34,10.02,0
2024-10-14,FB_FRAPPE_CHOC,online,33,10.02,0
2024-10-15,FB_FRAPPE_CHOC,online,43,10.02,0
2024-10-16,FB_FRAPPE_CHOC,online,37,10.02,0
2024-10-17,FB_FRAPPE_CHOC,online,33,10.02,0
2024-10-18,FB_FRAPPE_CHOC,online,45,10.02,0
2024-10-19,FB_FRAPPE_CHOC,online,42,10.02,0
2024-10-20,FB_FRAPPE_CHOC,online,61,8.52,1
2024-10-21,FB_FRAPPE_CHOC,online,44,10.02,0
2024-10-22,FB_FRAPPE_CHOC,online,23,10.02,0
2024-10-23,FB_FRAPPE_CHOC,online,28,10.02,0
2024-10-24,FB_FRAPPE_CHOC,online,53,8.52,1
2024-10-25,FB_FRAPPE_CHOC,online,32,10.02,0
2024-10-26,FB_FRAPPE_CHOC,online,66,8.52,1
2024-10-27,FB_FRAPPE_CHOC,online,39,10.02,0
2024-10-28,FB_FRAPPE_CHOC,online,26,10.02,0
2024-10-29,FB_FRAPPE_CHOC,online,22,10.02,0
2024-10-30,FB_FRAPPE_CHOC,online,26,10.02,0
2024-10-31,FB_FRAPPE_CHOC,online,29,10.02,0
2024-11-01,FB_FRAPPE_CHOC,online,42,10.02,0
2024-11-02,FB_FRAPPE_CHOC,online,62,8.52,1
2024-11-03,FB_FRAPPE_CHOC,online,53,8.52,1
2024-11-04,FB_FRAPPE_CHOC,online,36,10.02,0
2024-11-05,FB_FRAPPE_CHOC,online,35,10.02,0
2024-11-06,FB_FRAPPE_CHOC,online,30,10.02,0
2024-11-07,FB_FRAPPE_CHOC,online,24,10.02,0
2024-11-08,FB_FRAPPE_CHOC,online,25,10.02,0
2024-11-09,FB_FRAPPE_CHOC,online,37,10.02,0
2024-11-10,FB_FRAPPE_CHOC,online,43,10.02,0
2024-11-11,FB_FRAPPE_CHOC,online,29,10.02,0
2024-11-12,FB_FRAPPE_CHOC,online,23,10.02,0
2024-11-13,FB_FRAPPE_CHOC,online,31,10.02,0
2024-11-14,FB_FRAPPE_CHOC,online,30,10.02,0
2024-11-15,FB_FRAPPE_CHOC,online,32,10.02,0
2024-11-16,FB_FRAPPE_CHOC,online,38,10.02,0
2024-11-17,FB_FRAPPE_CHOC,online,46,10.02,0
2024-11-18,FB_FRAPPE_CHOC,online,30,10.02,0
2024-11-19,FB_FRAPPE_CHOC,online,36,10.02,0
2024-11-20,FB_FRAPPE_CHOC,online,24,10.02,0
2024-11-21,FB_FRAPPE_CHOC,online,31,10.02,0
2024-11-22,FB_FRAPPE_CHOC,online,23,10.02,0
2024-11-23,FB_FRAPPE_CHOC,online,40,10.02,0
2024-11-24,FB_FRAPPE_CHOC,online,35,10.02,0
2024-11-25,FB_FRAPPE_CHOC,online,32,10.02,0
2024-11-26,FB_FRAPPE_CHOC,online,45,8.52,1
2024-11-27,FB_FRAPPE_CHOC,online,39,10.02,0
2024-11-28,FB_FRAPPE_CHOC,online,29,10.02,0
2024-11-29,FB_FRAPPE_CHOC,online,26,10.02,0
2024-11-30,FB_FRAPPE_CHOC,online,52,8.52,1
2024-12-01,FB_FRAPPE_CHOC,online,34,10.02,0
2024-12-02,FB_FRAPPE_CHOC,online,25,10.02,0
2024-12-03,FB_FRAPPE_CHOC,online,18,10.02,0
2024-12-04,FB_FRAPPE_CHOC,online,28,10.02,0
2024-12-05,FB_FRAPPE_CHOC,online,27,10.02,0
2024-12-06,FB_FRAPPE_CHOC,online,46,10.02,0
2024-12-07,FB_FRAPPE_CHOC,online,34,10.02,0
2024-12-08,FB_FRAPPE_CHOC,online,36,10.02,0
2024-12-09,FB_FRAPPE_CHOC,online,47,8.52,1
2024-12-10,FB_FRAPPE_CHOC,online,32,10.02,0
2024-12-11,FB_FRAPPE_CHOC,online,36,10.02,0
2024-12-12,FB_FRAPPE_CHOC,online,29,10.02,0
2024-12-13,FB_FRAPPE_CHOC,online,35,10.02,0
2024-12-14,FB_FRAPPE_CHOC,online,37,10.02,0
2024-12-15,FB_FRAPPE_CHOC,online,29,10.02,0
2024-12-16,FB_FRAPPE_CHOC,online,34,10.02,0
2024-12-17,FB_FRAPPE_CHOC,online,24,10.02,0
2024-12-18,FB_FRAPPE_CHOC,online,34,10.02,0
2024-12-19,FB_FRAPPE_CHOC,online,36,10.02,0
2024-12-20,FB_FRAPPE_CHOC,online,34,10.02,0
2024-12-21,FB_FRAPPE_CHOC,online,30,10.02,0
2024-12-22,FB_FRAPPE_CHOC,online,43,10.02,0
2024-12-23,FB_FRAPPE_CHOC,online,20,10.02,0
2024-12-24,FB_FRAPPE_CHOC,online,27,10.02,0
2024-12-25,FB_FRAPPE_CHOC,online,23,10.02,0
2024-12-26,FB_FRAPPE_CHOC,online,33,10.02,0
2024-12-27,FB_FRAPPE_CHOC,online,41,10.02,0
2024-12-28,FB_FRAPPE_CHOC,online,31,10.02,0
2024-12-29,FB_FRAPPE_CHOC,online,42,10.02,0
2024-12-30,FB_FRAPPE_CHOC,online,40,10.02,0
